timestamp,repetition,size_bytes,min_us,max_us,avg_us,std_dev,avg_buffer_setup,avg_wr_setup,avg_poll,window_init,rvsocket_setup
18:01:45.588,23,65536,15.600,23.630,16.909,0.922,16.582,0.049,7.240,218.980,10.300
18:01:47.759,23,262144,24.710,32.050,26.372,1.001,26.043,0.049,16.610,209.220,8.871
18:01:50.002,23,1048576,62.820,74.530,65.231,1.188,64.858,0.060,53.834,216.970,9.718

18:01:54.156,24,1,12.540,60.070,13.589,1.751,13.256,0.049,2158.844,220.350,8.412
18:01:56.313,24,4,11.190,18.920,12.379,0.864,12.055,0.050,1.402,211.540,8.238
18:01:58.462,24,16,12.390,21.190,13.649,0.896,13.309,0.065,1.392,213.500,9.065
18:02:00.611,24,64,12.490,21.220,13.727,0.873,13.407,0.049,1.949,215.540,8.473
18:02:02.758,24,256,12.550,20.860,13.833,0.815,13.509,0.049,2.011,212.010,8.646
18:02:04.906,24,1024,12.510,30.600,13.783,1.042,13.440,0.050,2.127,215.030,7.707
18:02:07.055,24,4096,12.710,22.300,13.728,0.873,13.402,0.049,2.598,217.600,9.432
18:02:09.202,24,16384,11.890,20.460,13.225,0.878,12.899,0.049,3.626,214.030,8.228
18:02:11.357,24,65536,14.110,23.210,15.456,0.952,15.132,0.050,7.748,215.970,9.055
18:02:13.529,24,262144,24.800,33.070,26.419,1.076,26.089,0.049,17.381,211.100,8.238
18:02:15.772,24,1048576,61.650,82.730,64.385,1.492,64.012,0.061,54.947,216.650,7.810

18:02:17.790,25,1,12.320,30.250,13.798,1.089,13.464,0.049,1.359,214.440,8.146
18:02:19.937,25,4,12.030,23.770,13.000,0.823,12.674,0.049,1.353,210.570,8.749
18:02:22.086,25,16,12.510,20.660,13.758,0.831,13.436,0.049,1.363,216.000,9.147
18:02:24.234,25,64,12.500,29.640,13.741,1.092,13.417,0.049,1.965,212.410,8.330
18:02:26.381,25,256,12.610,27.610,13.483,0.970,13.153,0.049,2.002,216.700,7.993
18:02:28.528,25,1024,11.150,24.730,12.433,0.909,12.102,0.049,2.123,217.250,8.953
18:02:32.813,25,4096,12.130,58.980,13.932,1.759,13.606,0.049,2159.941,216.600,8.115
18:02:34.972,25,16384,11.940,21.780,13.291,0.873,12.962,0.049,3.633,214.660,8.055
18:02:37.129,25,65536,15.520,28.830,16.834,0.917,16.506,0.050,7.381,215.590,8.473
18:02:39.300,25,262144,24.760,41.850,26.463,1.137,26.136,0.050,17.317,222.730,8.177
18:02:41.544,25,1048576,62.810,81.630,65.609,1.519,65.221,0.059,54.744,220.940,8.065

18:02:43.560,26,1,12.060,28.610,13.600,1.104,13.269,0.050,1.359,220.940,9.065
18:02:45.707,26,4,11.160,19.690,12.405,0.924,12.079,0.050,1.379,215.500,8.381
18:02:47.855,26,16,12.510,22.150,13.780,0.869,13.457,0.049,1.412,216.440,9.565
18:02:52.141,26,64,12.050,45.480,13.775,1.449,13.435,0.049,2159.052,212.400,8.065
