timestamp,repetition,size_bytes,min_send,max_send,avg_send,std_dev_send,avg_buffer_setup,avg_wr_setup,avg_poll,window_init,rvsocket_setup,rvconnect,min_recv,max_recv,avg_recv,std_dev_recv,rvbind,rvaccept
16:23:48.994,11,1048576,166.720,186.010,169.750,2.184,169.349,0.061,117.198,218.130,5.800,9321.011,0.300,702.801,309.709,21.874,4.970,18672.853

16:23:52.997,12,1,13.100,29.410,13.642,0.903,13.303,0.049,2170.255,219.090,5.870,21250.426,0.080,2132467.641,2184.613,67739.237,4.110,18851.683
16:23:55.150,12,4,12.710,33.060,13.169,0.751,12.840,0.049,11.954,216.920,5.630,9075.911,0.090,366.980,25.335,11.702,4.940,18888.633
16:23:57.298,12,16,12.890,32.780,13.317,0.899,12.980,0.049,11.947,216.820,5.480,9329.241,0.080,299.080,25.477,9.830,4.600,18742.253
16:23:59.446,12,64,12.570,33.810,13.394,0.941,13.054,0.049,12.121,224.820,5.520,9230.801,0.080,307.370,25.735,10.120,4.330,18791.593
16:24:01.594,12,256,12.670,35.580,13.349,1.181,13.013,0.049,12.088,217.020,5.770,9356.261,0.080,320.380,25.638,10.313,3.820,18704.393
16:24:03.741,12,1024,12.670,41.660,13.051,1.226,12.712,0.049,12.156,220.640,5.350,9365.051,0.080,268.810,25.367,8.752,4.740,18686.503
16:24:05.889,12,4096,13.430,27.180,13.796,0.639,13.465,0.049,12.815,214.320,5.590,9283.762,0.080,281.140,26.919,9.316,5.190,18739.953
16:24:08.042,12,16384,15.810,39.760,16.340,1.288,16.006,0.050,14.955,216.980,5.700,9230.591,0.080,278.020,31.811,9.135,4.840,18917.433
16:24:12.334,12,65536,23.030,61.680,24.028,1.656,23.693,0.050,2171.964,213.970,6.030,9238.982,0.080,2129988.878,2197.032,67659.846,4.230,18811.003
16:24:14.551,12,262144,51.540,68.830,52.676,1.339,52.332,0.051,40.043,217.280,5.510,9310.111,0.080,439.291,97.700,12.988,4.290,18719.053
16:24:16.912,12,1048576,166.930,186.970,170.295,2.223,169.887,0.060,117.519,221.620,5.560,9345.001,0.400,662.571,311.466,16.865,4.800,18794.153

16:24:18.773,13,1,12.740,30.350,13.470,0.859,13.136,0.049,12.015,222.530,5.430,9262.911,0.080,366.371,25.768,11.714,5.750,18802.183
16:24:23.058,13,4,12.820,31.610,13.622,1.080,13.284,0.049,2170.349,219.500,5.580,9380.671,0.090,2136173.766,2183.428,67856.945,4.150,18748.883
16:24:25.212,13,16,11.250,25.370,11.713,0.651,11.387,0.049,10.424,214.620,6.020,9314.901,0.080,343.991,22.639,10.844,3.860,7263.939
16:24:27.364,13,64,12.820,28.500,13.455,0.858,13.117,0.049,12.190,220.110,5.910,9221.581,0.080,300.291,25.838,9.811,5.330,18822.733
16:24:29.509,13,256,11.110,25.050,11.889,0.829,11.550,0.051,10.722,217.020,5.850,9375.861,0.080,279.560,22.886,9.290,4.800,18552.713
16:24:31.659,13,1024,12.450,32.900,13.009,0.810,12.680,0.049,12.156,216.760,5.880,9265.751,0.080,284.160,25.315,9.355,4.770,18760.393
16:24:33.808,13,4096,13.770,39.300,14.241,1.197,13.911,0.050,13.072,212.710,5.830,9392.001,0.080,302.700,27.642,9.849,4.670,18724.373
16:24:35.959,13,16384,15.820,40.360,16.232,0.911,15.895,0.049,14.914,221.130,5.500,9345.791,0.080,287.491,31.652,9.635,4.450,19342.233
16:24:38.120,13,65536,22.600,38.510,23.302,0.975,22.959,0.062,20.802,221.220,11.650,9335.131,0.080,314.740,45.513,9.924,4.790,19285.484
16:24:40.320,13,262144,51.630,83.540,52.951,1.666,52.608,0.054,40.083,215.700,5.650,9247.191,0.080,378.191,97.857,11.486,4.540,18756.613
16:24:42.680,13,1048576,165.520,183.830,168.722,2.151,168.333,0.053,116.419,222.730,5.820,9252.821,0.190,656.501,308.594,16.270,4.850,18752.553

16:24:44.543,14,1,12.820,29.100,13.433,0.895,13.093,0.049,11.982,217.330,6.640,9234.691,0.080,264.250,25.601,8.782,4.120,18780.293
16:24:46.691,14,4,7.221,29.698,9.040,0.898,8.818,0.033,8.071,221.400,3.713,6215.421,0.053,174.749,17.204,5.867,4.790,18689.573
16:24:48.836,14,16,11.450,30.350,12.227,1.104,11.872,0.049,10.783,224.860,6.450,9274.782,0.080,304.231,23.221,9.908,5.130,18749.153
16:24:50.986,14,64,13.040,45.030,13.545,1.323,13.215,0.050,12.302,219.830,5.560,20828.506,0.080,275.771,25.953,9.125,4.800,7253.599
16:24:53.133,14,256,12.990,31.190,13.391,0.937,13.056,0.049,12.188,214.060,5.680,9304.511,0.080,296.500,25.848,9.722,3.570,18877.783
16:24:55.280,14,1024,12.200,29.320,12.919,0.871,12.584,0.050,11.998,221.700,6.670,9431.992,0.080,298.531,25.084,9.954,3.900,18546.203
16:24:57.430,14,4096,13.950,33.180,14.395,0.848,14.054,0.049,13.246,218.530,5.450,9324.631,0.080,290.160,27.922,9.545,4.540,18736.803
16:24:59.581,14,16384,15.640,36.290,16.078,1.126,15.722,0.065,14.649,221.450,5.610,9192.901,0.080,276.051,31.162,9.018,5.640,18751.243
16:25:01.739,14,65536,20.990,38.460,21.807,1.095,21.478,0.049,18.895,212.200,5.680,9318.091,0.080,303.651,42.074,9.878,5.100,18723.093
16:25:03.942,14,262144,51.810,72.350,52.880,1.408,52.535,0.056,39.879,219.230,15.540,9357.151,0.080,459.990,97.525,13.923,4.220,19168.713
16:25:06.305,14,1048576,167.360,188.590,170.395,2.462,169.975,0.061,117.738,218.310,5.650,9336.641,0.200,713.691,311.790,17.687,4.110,18669.143

